year_film,year_ceremony,ceremony,Category,gender,name,Race,film,winner
2013,2014,86,Best Actress,Female,Cate Blanchett,White,Blue Jasmine,1
2013,2014,86,ACTRESS IN A SUPPORTING ROLE,Female,Lupita Nyong'o,Black,12 Years a Slave,1
2014,2015,87,Best Actor,Male,Eddie Redmayne,White,The Theory of Everything,1
2014,2015,87,Best Actor in supporting role,Male,J.K. Simmons,White,Whiplash,1
2014,2015,87,Best Actress,Female,Julianne Moore,White,Still Alice,1
2014,2015,87,ACTRESS IN A SUPPORTING ROLE,Female,Patricia Arquette,White,Boyhood,1
2015,2016,88,Best Actor,Male,Leonardo DiCaprio,White,The Revenant,1
2015,2016,88,Best Actor in supporting role,Male,Mark Rylance,White,Bridge of Spies,1
2015,2016,88,Best Actress,Female,Brie Larson,White,Room,1
2015,2016,88,ACTRESS IN A SUPPORTING ROLE,Female,Alicia Vikander,White,The Danish Girl,1
2016,2017,89,Best Actor,Male,Casey Affleck,White,Manchester by the Sea,1
2016,2017,89,Best Actor in supporting role,Male,Mahershala Ali,Black,Moonlight,1
2016,2017,89,Best Actress,Female,Emma Stone,White,La La Land,1
2016,2017,89,ACTRESS IN A SUPPORTING ROLE,Female,Viola Davis,Black,Fences,1
2017,2018,90,Best Actor,Male,Gary Oldman,White,Darkest Hour,1
2017,2018,90,Best Actor in supporting role,Male,Sam Rockwell,White,"Three Billboards outside Ebbing, Missouri",1
2017,2018,90,Best Actress,Female,Frances McDormand,White,"Three Billboards outside Ebbing, Missouri",1
2017,2018,90,ACTRESS IN A SUPPORTING ROLE,Female,Allison Janney,White,"I, Tonya",1
2018,2019,91,Best Actor,Male,Rami Malek,White,Bohemian Rhapsody,1
2018,2019,91,Best Actor in supporting role,Male,Mahershala Ali,Black,Green Book,1
2018,2019,91,Best Actress,Female,Olivia Colman,White,The Favourite,1
2018,2019,91,ACTRESS IN A SUPPORTING ROLE,Female,Regina King,Black,If Beale Street Could Talk,1
2019,2020,92,Best Actor,Male,Joaquin Phoenix,White,Joker,1
2019,2020,92,Best Actor in supporting role,Male,Brad Pitt,White,Once upon a Time...in Hollywood,1
2019,2020,92,Best Actress,Female,Renée Zellweger,White,Judy,1
2019,2020,92,ACTRESS IN A SUPPORTING ROLE,Female,Laura Dern,White,Marriage Story,1
1927,1928,1,Best Actor,Male,Richard Barthelmess,White,The Noose,0
1927,1928,1,Best Actress,Female,Louise Dresser,White,A Ship Comes In,0
1927,1928,1,Best Actress,Female,Gloria Swanson,White,Sadie Thompson,0
1928,1929,2,Best Actor,Male,George Bancroft,White,Thunderbolt,0
1928,1929,2,Best Actor,Male,Chester Morris,White,Alibi,0
1928,1929,2,Best Actor,Male,Paul Muni,White,The Valiant,0
1928,1929,2,Best Actor,Male,Lewis Stone,White,The Patriot,0
1928,1929,2,Best Actress,Female,Ruth Chatterton,White,Madame X,0
1928,1929,2,Best Actress,Female,Betty Compson,White,The Barker,0
1928,1929,2,Best Actress,Female,Jeanne Eagels,White,The Letter,0
1928,1929,2,Best Actress,Female,Corinne Griffith,White,The Divine Lady,0
1928,1929,2,Best Actress,Female,Bessie Love,White,The Broadway Melody,0
1929,1930,3,Best Actor,Male,George Arliss,White,The Green Goddess,0
1929,1930,3,Best Actor,Male,Wallace Beery,White,The Big House,0
1929,1930,3,Best Actor,Male,Maurice Chevalier,White,The Big Pond,0
1929,1930,3,Best Actor,Male,Ronald Colman,White,Bulldog Drummond,0
1929,1930,3,Best Actor,Male,Lawrence Tibbett,White,The Rogue Song,0
1929,1930,3,Best Actress,Female,Nancy Carroll,White,The Devil's Holiday,0
1929,1930,3,Best Actress,Female,Ruth Chatterton,White,Sarah and Son,0
1929,1930,3,Best Actress,Female,Greta Garbo,White,Anna Christie,0
1929,1930,3,Best Actress,Female,Norma Shearer,White,Their Own Desire,0
1929,1930,3,Best Actress,Female,Gloria Swanson,White,The Trespasser,0
1930,1931,4,Best Actor,Male,Jackie Cooper,White,Skippy,0
1930,1931,4,Best Actor,Male,Richard Dix,White,Cimarron,0
1930,1931,4,Best Actor,Male,Fredric March,White,The Royal Family of Broadway,0
1930,1931,4,Best Actor,Male,Adolphe Menjou,White,The Front Page,0
1930,1931,4,Best Actress,Female,Marlene Dietrich,White,Morocco,0
1930,1931,4,Best Actress,Female,Irene Dunne,White,Cimarron,0
1930,1931,4,Best Actress,Female,Ann Harding,White,Holiday,0
1930,1931,4,Best Actress,Female,Norma Shearer,White,A Free Soul,0
1931,1932,5,Best Actor,Male,Alfred Lunt,White,The Guardsman,0
1931,1932,5,Best Actress,Female,Marie Dressler,White,Emma,0
1931,1932,5,Best Actress,Female,Lynn Fontanne,White,The Guardsman,0
1932,1933,6,Best Actor,Male,Leslie Howard,White,Berkeley Square,0
1932,1933,6,Best Actor,Male,Paul Muni,White,I Am a Fugitive from a Chain Gang,0
1932,1933,6,Best Actress,Female,May Robson,White,Lady for a Day,0
1932,1933,6,Best Actress,Female,Diana Wynyard,White,Cavalcade,0
1934,1935,7,Best Actor,Male,Frank Morgan,White,The Affairs of Cellini,0
1934,1935,7,Best Actor,Male,William Powell,White,The Thin Man,0
1934,1935,7,Best Actress,Female,Bette Davis,White,Of Human Bondage,0
1934,1935,7,Best Actress,Female,Grace Moore,White,One Night of Love,0
1934,1935,7,Best Actress,Female,Norma Shearer,White,The Barretts of Wimpole Street,0
1935,1936,8,Best Actor,Male,Clark Gable,White,Mutiny on the Bounty,0
1935,1936,8,Best Actor,Male,Charles Laughton,White,Mutiny on the Bounty,0
1935,1936,8,Best Actor,Male,Paul Muni,White,Black Fury,0
1935,1936,8,Best Actor,Male,Franchot Tone,White,Mutiny on the Bounty,0
1935,1936,8,Best Actress,Female,Elisabeth Bergner,White,Escape Me Never,0
1935,1936,8,Best Actress,Female,Claudette Colbert,White,Private Worlds,0
1935,1936,8,Best Actress,Female,Katharine Hepburn,White,Alice Adams,0
1935,1936,8,Best Actress,Female,Miriam Hopkins,White,Becky Sharp,0
1935,1936,8,Best Actress,Female,Merle Oberon,Asian,The Dark Angel,0
1936,1937,9,Best Actor,Male,Gary Cooper,White,Mr. Deeds Goes to Town,0
1936,1937,9,Best Actor,Male,Walter Huston,White,Dodsworth,0
1936,1937,9,Best Actor,Male,William Powell,White,My Man Godfrey,0
1936,1937,9,Best Actor,Male,Spencer Tracy,White,San Francisco,0
1936,1937,9,Best Actor in supporting role,Male,Mischa Auer,White,My Man Godfrey,0
1936,1937,9,Best Actor in supporting role,Male,Stuart Erwin,White,Pigskin Parade,0
1936,1937,9,Best Actor in supporting role,Male,Basil Rathbone,White,Romeo and Juliet,0
1936,1937,9,Best Actor in supporting role,Male,Akim Tamiroff,White,The General Died at Dawn,0
1936,1937,9,Best Actress,Female,Irene Dunne,White,Theodora Goes Wild,0
1936,1937,9,Best Actress,Female,Gladys George,White,Valiant Is the Word for Carrie,0
1936,1937,9,Best Actress,Female,Carole Lombard,White,My Man Godfrey,0
1936,1937,9,Best Actress,Female,Norma Shearer,White,Romeo and Juliet,0
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Female,Beulah Bondi,White,The Gorgeous Hussy,0
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Female,Alice Brady,White,My Man Godfrey,0
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Female,Bonita Granville,White,These Three,0
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Female,Maria Ouspenskaya,White,Dodsworth,0
1937,1938,10,Best Actor,Male,Charles Boyer,White,Conquest,0
1937,1938,10,Best Actor,Male,Fredric March,White,A Star Is Born,0
1937,1938,10,Best Actor,Male,Robert Montgomery,White,Night Must Fall,0
1937,1938,10,Best Actor,Male,Paul Muni,White,The Life of Emile Zola,0
1937,1938,10,Best Actor in supporting role,Male,Ralph Bellamy,White,The Awful Truth,0
1937,1938,10,Best Actor in supporting role,Male,Thomas Mitchell,White,The Hurricane,0
1937,1938,10,Best Actor in supporting role,Male,H. B. Warner,White,Lost Horizon,0
1937,1938,10,Best Actor in supporting role,Male,Roland Young,White,Topper,0
1937,1938,10,Best Actress,Female,Irene Dunne,White,The Awful Truth,0
1937,1938,10,Best Actress,Female,Greta Garbo,White,Camille,0
1937,1938,10,Best Actress,Female,Janet Gaynor,White,A Star Is Born,0
1937,1938,10,Best Actress,Female,Barbara Stanwyck,White,Stella Dallas,0
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Female,Andrea Leeds,White,Stage Door,0
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Female,Anne Shirley,White,Stella Dallas,0
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Female,Claire Trevor,White,Dead End,0
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Female,Dame May Whitty,White,Night Must Fall,0
1938,1939,11,Best Actor,Male,Charles Boyer,White,Algiers,0
1938,1939,11,Best Actor,Male,James Cagney,White,Angels with Dirty Faces,0
1938,1939,11,Best Actor,Male,Robert Donat,White,The Citadel,0
1938,1939,11,Best Actor,Male,Leslie Howard,White,Pygmalion,0
1938,1939,11,Best Actor in supporting role,Male,John Garfield,White,Four Daughters,0
1938,1939,11,Best Actor in supporting role,Male,Gene Lockhart,White,Algiers,0
1938,1939,11,Best Actor in supporting role,Male,Robert Morley,White,Marie Antoinette,0
1938,1939,11,Best Actor in supporting role,Male,Basil Rathbone,White,If I Were King,0
1938,1939,11,Best Actress,Female,Fay Bainter,White,White Banners,0
1938,1939,11,Best Actress,Female,Wendy Hiller,White,Pygmalion,0
1938,1939,11,Best Actress,Female,Norma Shearer,White,Marie Antoinette,0
1938,1939,11,Best Actress,Female,Margaret Sullavan,White,Three Comrades,0
1938,1939,11,ACTRESS IN A SUPPORTING ROLE,Female,Beulah Bondi,White,Of Human Hearts,0
1938,1939,11,ACTRESS IN A SUPPORTING ROLE,Female,Billie Burke,White,Merrily We Live,0
1938,1939,11,ACTRESS IN A SUPPORTING ROLE,Female,Spring Byington,White,You Can't Take It with You,0
1938,1939,11,ACTRESS IN A SUPPORTING ROLE,Female,Miliza Korjus,White,The Great Waltz,0
1939,1940,12,Best Actor,Male,Clark Gable,White,Gone with the Wind,0
1939,1940,12,Best Actor,Male,Laurence Olivier,White,Wuthering Heights,0
1939,1940,12,Best Actor,Male,Mickey Rooney,White,Babes in Arms,0
1939,1940,12,Best Actor,Male,James Stewart,White,Mr. Smith Goes to Washington,0
1939,1940,12,Best Actor in supporting role,Male,Brian Aherne,White,Juarez,0
1939,1940,12,Best Actor in supporting role,Male,Harry Carey,White,Mr. Smith Goes to Washington,0
1939,1940,12,Best Actor in supporting role,Male,Brian Donlevy,White,Beau Geste,0
1939,1940,12,Best Actor in supporting role,Male,Claude Rains,White,Mr. Smith Goes to Washington,0
1939,1940,12,Best Actress,Female,Bette Davis,White,Dark Victory,0
1939,1940,12,Best Actress,Female,Irene Dunne,White,Love Affair,0
1939,1940,12,Best Actress,Female,Greta Garbo,White,Ninotchka,0
1939,1940,12,Best Actress,Female,Greer Garson,White,"Goodbye, Mr. Chips",0
1939,1940,12,ACTRESS IN A SUPPORTING ROLE,Female,Olivia de Havilland,White,Gone with the Wind,0
1939,1940,12,ACTRESS IN A SUPPORTING ROLE,Female,Geraldine Fitzgerald,White,Wuthering Heights,0
1939,1940,12,ACTRESS IN A SUPPORTING ROLE,Female,Edna May Oliver,White,Drums along the Mohawk,0
1939,1940,12,ACTRESS IN A SUPPORTING ROLE,Female,Maria Ouspenskaya,White,Love Affair,0
1940,1941,13,Best Actor,Male,Charles Chaplin,White,The Great Dictator,0
1940,1941,13,Best Actor,Male,Henry Fonda,White,The Grapes of Wrath,0
1940,1941,13,Best Actor,Male,Raymond Massey,White,Abe Lincoln in Illinois,0
1940,1941,13,Best Actor,Male,Laurence Olivier,White,Rebecca,0
1940,1941,13,Best Actor in supporting role,Male,Albert Basserman,White,Foreign Correspondent,0
1940,1941,13,Best Actor in supporting role,Male,William Gargan,White,They Knew What They Wanted,0
1940,1941,13,Best Actor in supporting role,Male,Jack Oakie,White,The Great Dictator,0
1940,1941,13,Best Actor in supporting role,Male,James Stephenson,White,The Letter,0
1940,1941,13,Best Actress,Female,Bette Davis,White,The Letter,0
1940,1941,13,Best Actress,Female,Joan Fontaine,White,Rebecca,0
1940,1941,13,Best Actress,Female,Katharine Hepburn,White,The Philadelphia Story,0
1940,1941,13,Best Actress,Female,Martha Scott,White,Our Town,0
1940,1941,13,ACTRESS IN A SUPPORTING ROLE,Female,Judith Anderson,White,Rebecca,0
1940,1941,13,ACTRESS IN A SUPPORTING ROLE,Female,Ruth Hussey,White,The Philadelphia Story,0
1940,1941,13,ACTRESS IN A SUPPORTING ROLE,Female,Barbara O'Neil,White,"All This, and Heaven Too",0
1940,1941,13,ACTRESS IN A SUPPORTING ROLE,Female,Marjorie Rambeau,White,Primrose Path,0
1941,1942,14,Best Actor,Male,Cary Grant,White,Penny Serenade,0
1941,1942,14,Best Actor,Male,Walter Huston,White,All That Money Can Buy,0
1941,1942,14,Best Actor,Male,Robert Montgomery,White,Here Comes Mr. Jordan,0
1941,1942,14,Best Actor,Male,Orson Welles,White,Citizen Kane,0
1941,1942,14,Best Actor in supporting role,Male,Walter Brennan,White,Sergeant York,0
1941,1942,14,Best Actor in supporting role,Male,Charles Coburn,White,The Devil and Miss Jones,0
1941,1942,14,Best Actor in supporting role,Male,James Gleason,White,Here Comes Mr. Jordan,0
1941,1942,14,Best Actor in supporting role,Male,Sydney Greenstreet,White,The Maltese Falcon,0
1941,1942,14,Best Actress,Female,Bette Davis,White,The Little Foxes,0
1941,1942,14,Best Actress,Female,Olivia de Havilland,White,Hold Back the Dawn,0
1941,1942,14,Best Actress,Female,Greer Garson,White,Blossoms in the Dust,0
1941,1942,14,Best Actress,Female,Barbara Stanwyck,White,Ball of Fire,0
1941,1942,14,ACTRESS IN A SUPPORTING ROLE,Female,Sara Allgood,White,How Green Was My Valley,0
1941,1942,14,ACTRESS IN A SUPPORTING ROLE,Female,Patricia Collinge,White,The Little Foxes,0
1941,1942,14,ACTRESS IN A SUPPORTING ROLE,Female,Teresa Wright,White,The Little Foxes,0
1941,1942,14,ACTRESS IN A SUPPORTING ROLE,Female,Margaret Wycherly,White,Sergeant York,0
1942,1943,15,Best Actor,Male,Ronald Colman,White,Random Harvest,0
1942,1943,15,Best Actor,Male,Gary Cooper,White,The Pride of the Yankees,0
1942,1943,15,Best Actor,Male,Walter Pidgeon,White,Mrs. Miniver,0
1942,1943,15,Best Actor,Male,Monty Woolley,White,The Pied Piper,0
1942,1943,15,Best Actor in supporting role,Male,William Bendix,White,Wake Island,0
1942,1943,15,Best Actor in supporting role,Male,Walter Huston,White,Yankee Doodle Dandy,0
1942,1943,15,Best Actor in supporting role,Male,Frank Morgan,White,Tortilla Flat,0
1942,1943,15,Best Actor in supporting role,Male,Henry Travers,White,Mrs. Miniver,0
1942,1943,15,Best Actress,Female,Bette Davis,White,"Now, Voyager",0
1942,1943,15,Best Actress,Female,Katharine Hepburn,White,Woman of the Year,0
1942,1943,15,Best Actress,Female,Rosalind Russell,White,My Sister Eileen,0
1942,1943,15,Best Actress,Female,Teresa Wright,White,The Pride of the Yankees,0
1942,1943,15,ACTRESS IN A SUPPORTING ROLE,Female,Gladys Cooper,White,"Now, Voyager",0
1942,1943,15,ACTRESS IN A SUPPORTING ROLE,Female,Agnes Moorehead,White,The Magnificent Ambersons,0
1942,1943,15,ACTRESS IN A SUPPORTING ROLE,Female,Susan Peters,White,Random Harvest,0
1942,1943,15,ACTRESS IN A SUPPORTING ROLE,Female,Dame May Whitty,White,Mrs. Miniver,0
1943,1944,16,Best Actor,Male,Humphrey Bogart,White,Casablanca,0
1943,1944,16,Best Actor,Male,Gary Cooper,White,For Whom the Bell Tolls,0
1943,1944,16,Best Actor,Male,Walter Pidgeon,White,Madame Curie,0
1943,1944,16,Best Actor,Male,Mickey Rooney,White,The Human Comedy,0
1943,1944,16,Best Actor in supporting role,Male,Charles Bickford,White,The Song of Bernadette,0
1943,1944,16,Best Actor in supporting role,Male,J. Carrol Naish,White,Sahara,0
1943,1944,16,Best Actor in supporting role,Male,Claude Rains,White,Casablanca,0
1943,1944,16,Best Actor in supporting role,Male,Akim Tamiroff,White,For Whom the Bell Tolls,0
1943,1944,16,Best Actress,Female,Jean Arthur,White,The More the Merrier,0
1943,1944,16,Best Actress,Female,Ingrid Bergman,White,For Whom the Bell Tolls,0
1943,1944,16,Best Actress,Female,Joan Fontaine,White,The Constant Nymph,0
1943,1944,16,Best Actress,Female,Greer Garson,White,Madame Curie,0
1943,1944,16,ACTRESS IN A SUPPORTING ROLE,Female,Gladys Cooper,White,The Song of Bernadette,0
1943,1944,16,ACTRESS IN A SUPPORTING ROLE,Female,Paulette Goddard,White,So Proudly We Hail!,0
1943,1944,16,ACTRESS IN A SUPPORTING ROLE,Female,Anne Revere,White,The Song of Bernadette,0
1943,1944,16,ACTRESS IN A SUPPORTING ROLE,Female,Lucile Watson,White,Watch on the Rhine,0
1944,1945,17,Best Actor,Male,Charles Boyer,White,Gaslight,0
1944,1945,17,Best Actor,Male,Barry Fitzgerald,White,Going My Way,0
1944,1945,17,Best Actor,Male,Cary Grant,White,None but the Lonely Heart,0
1944,1945,17,Best Actor,Male,Alexander Knox,White,Wilson,0
1944,1945,17,Best Actor in supporting role,Male,Hume Cronyn,White,The Seventh Cross,0
1944,1945,17,Best Actor in supporting role,Male,Claude Rains,White,Mr. Skeffington,0
1944,1945,17,Best Actor in supporting role,Male,Clifton Webb,White,Laura,0
1944,1945,17,Best Actor in supporting role,Male,Monty Woolley,White,Since You Went Away,0
1944,1945,17,Best Actress,Female,Claudette Colbert,White,Since You Went Away,0
1944,1945,17,Best Actress,Female,Bette Davis,White,Mr. Skeffington,0
1944,1945,17,Best Actress,Female,Greer Garson,White,Mrs. Parkington,0
1944,1945,17,Best Actress,Female,Barbara Stanwyck,White,Double Indemnity,0
1944,1945,17,ACTRESS IN A SUPPORTING ROLE,Female,Jennifer Jones,White,Since You Went Away,0
1944,1945,17,ACTRESS IN A SUPPORTING ROLE,Female,Angela Lansbury,White,Gaslight,0
1944,1945,17,ACTRESS IN A SUPPORTING ROLE,Female,Aline MacMahon,White,Dragon Seed,0
1944,1945,17,ACTRESS IN A SUPPORTING ROLE,Female,Agnes Moorehead,White,Mrs. Parkington,0
1945,1946,18,Best Actor,Male,Bing Crosby,White,The Bells of St. Mary's,0
1945,1946,18,Best Actor,Male,Gene Kelly,White,Anchors Aweigh,0
1945,1946,18,Best Actor,Male,Gregory Peck,White,The Keys of the Kingdom,0
1945,1946,18,Best Actor,Male,Cornel Wilde,White,A Song to Remember,0
1945,1946,18,Best Actor in supporting role,Male,Michael Chekhov,White,Spellbound,0
1945,1946,18,Best Actor in supporting role,Male,John Dall,White,The Corn Is Green,0
1945,1946,18,Best Actor in supporting role,Male,Robert Mitchum,White,G. I. Joe,0
1945,1946,18,Best Actor in supporting role,Male,J. Carrol Naish,White,A Medal for Benny,0
1945,1946,18,Best Actress,Female,Ingrid Bergman,White,The Bells of St. Mary's,0
1945,1946,18,Best Actress,Female,Greer Garson,White,The Valley of Decision,0
1945,1946,18,Best Actress,Female,Jennifer Jones,White,Love Letters,0
1945,1946,18,Best Actress,Female,Gene Tierney,White,Leave Her to Heaven,0
1945,1946,18,ACTRESS IN A SUPPORTING ROLE,Female,Eve Arden,White,Mildred Pierce,0
1945,1946,18,ACTRESS IN A SUPPORTING ROLE,Female,Ann Blyth,White,Mildred Pierce,0
1945,1946,18,ACTRESS IN A SUPPORTING ROLE,Female,Angela Lansbury,White,The Picture of Dorian Gray,0
1945,1946,18,ACTRESS IN A SUPPORTING ROLE,Female,Joan Lorring,White,The Corn Is Green,0
1946,1947,19,Best Actor,Male,Laurence Olivier,White,Henry V,0
1946,1947,19,Best Actor,Male,Larry Parks,White,The Jolson Story,0
1946,1947,19,Best Actor,Male,Gregory Peck,White,The Yearling,0
1946,1947,19,Best Actor,Male,James Stewart,White,It's a Wonderful Life,0
1946,1947,19,Best Actor in supporting role,Male,Charles Coburn,White,The Green Years,0
1946,1947,19,Best Actor in supporting role,Male,William Demarest,White,The Jolson Story,0
1946,1947,19,Best Actor in supporting role,Male,Claude Rains,White,Notorious,0
1946,1947,19,Best Actor in supporting role,Male,Clifton Webb,White,The Razor's Edge,0
1946,1947,19,Best Actress,Female,Celia Johnson,White,Brief Encounter,0
1946,1947,19,Best Actress,Female,Jennifer Jones,White,Duel in the Sun,0
1946,1947,19,Best Actress,Female,Rosalind Russell,White,Sister Kenny,0
1946,1947,19,Best Actress,Female,Jane Wyman,White,The Yearling,0
1946,1947,19,ACTRESS IN A SUPPORTING ROLE,Female,Ethel Barrymore,White,The Spiral Staircase,0
